ID,Character,Gender,Alive,Title,Forename,Surname,Old Surname,Alias,Book,Page,Chapter Name,POV
889,Colmar Frey,M,A,,Colmar,Frey,,,A Clash of Kings,909,Appendix,N/A
890,Shirei Frey,F,A,,Shirei,Frey,,,A Clash of Kings,909,Appendix,N/A
891,Lady Joyeuse Frey (Erenford),F,A,Lady,Joyeuse,Frey,Erenford,,A Clash of Kings,909,Appendix,N/A
892,Ser Aemon Rivers,M,A,Ser,Aemon,Rivers,,,A Clash of Kings,909,Appendix,N/A
893,Walda Rivers,F,A,,Walda,Rivers,,,A Clash of Kings,909,Appendix,N/A
894,Maester Melwys (Rivers),M,A,Maester,Melwys,,Rivers,,A Clash of Kings,909,Appendix,N/A
895,Jeyne Rivers,F,A,,Jeyne,Rivers,,,A Clash of Kings,909,Appendix,N/A
896,Ronel Rivers,M,A,,Ronel,Rivers,,,A Clash of Kings,909,Appendix,N/A
897,Mellara Rivers,F,A,,Mellara,Rivers,,,A Clash of Kings,909,Appendix,N/A
898,Ser Aladale Wynch,M,D,Ser,Aladale,Wynch,,,A Clash of Kings,910,Appendix,N/A
899,Elron,M,A,,Elron,,,,A Clash of Kings,910,Appendix,N/A
900,Cugen,M,A,,Cugen,,,,A Clash of Kings,911,Appendix,N/A
901,"Paul, Small Paul",M,D,,Paul,,,Small Paul,A Storm of Swords,2,Prologue,Chett
902,Blane,M,U,,Blane,,,,A Storm of Swords,2,Prologue,Chett
903,Grubbs,M,D,,Grubbs,,,,A Storm of Swords,2,Prologue,Chett
904,Aethan,M,U,,Aethan,,,,A Storm of Swords,2,Prologue,Chett
905,Bannen,M,D,,Bannen,,,,A Storm of Swords,2,Prologue,Chett
906,Softfoot,M,D,,Softfoot,,,,A Storm of Swords,2,Prologue,Chett
907,"Kedge, Whiteye",M,U,,Kedge,,,Whiteye,A Storm of Swords,3,Prologue,Chett
908,Goady,M,A,,Goady,,,,A Storm of Swords,3,Prologue,Chett
909,"Donnel Hill, Sweet Donnel",M,A,,Donnel,Hill,,Sweet Donnel,A Storm of Swords,4,Prologue,Chett
910,Dirk,M,D,,Dirk,,,,A Storm of Swords,5,Prologue,Chett
911,"Karl, Clubfoot Karl",M,D,,Karl,,,Clubfoot Karl,A Storm of Swords,5,Prologue,Chett
912,"Ollo, Lophand",M,D,,Ollo,,,Lophand,A Storm of Swords,6,Prologue,Chett
913,"Bessa, Of Hag's Mire",F,D,,Bessa,,,Of Hag's Mire,A Storm of Swords,7,Prologue,Chett
914,Sawwood,M,U,,Sawwood,,,,A Storm of Swords,12,Prologue,Chett
915,Maslyn,M,D,,Maslyn,,,,A Storm of Swords,12,Prologue,Chett
916,Iggo,M,D,,Iggo,,,,A Storm of Swords,51,Arya I,Arya Stark
917,"Ser Kennos, Of Kayce",M,A,Ser,Kennos,,,Of Kayce,A Storm of Swords,78,Sansa I,Sansa Stark
918,"Arryk, Left/Right",M,A,,Arryk,,,Left/Right,A Storm of Swords,80,Sansa I,Sansa Stark
919,"Erryk, Left/Right",M,A,,Erryk,,,Left/Right,A Storm of Swords,80,Sansa I,Sansa Stark
920,Megga Tyrell,F,A,,Megga,Tyrell,,,A Storm of Swords,80,Sansa I,Sansa Stark
921,Alla Tyrell,F,A,,Alla,Tyrell,,,A Storm of Swords,80,Sansa I,Sansa Stark
922,Elinor Tyrell,F,A,,Elinor,Tyrell,,,A Storm of Swords,80,Sansa I,Sansa Stark
923,Lady Leonette Tyrell (Fossoway),F,A,Lady,Leonette,Tyrell,Fossoway,,A Storm of Swords,80,Sansa I,Sansa Stark
924,Septa Nysterica,F,A,Septa,Nysterica,,,,A Storm of Swords,80,Sansa I,Sansa Stark
925,Lady Alyce Graceford,F,A,Lady,Alyce,Graceford,,,A Storm of Swords,80,Sansa I,Sansa Stark
926,Lady Alysanne Bulwer,F,A,Lady,Alysanne,Bulwer,,,A Storm of Swords,80,Sansa I,Sansa Stark
927,"Meredyth Crane, Merry",F,A,,Meredyth,Crane,,Merry,A Storm of Swords,80,Sansa I,Sansa Stark
928,"Lady Taena Merryweather, Of Myr",F,A,Lady,Taena,Merryweather,,Of Myr,A Storm of Swords,80,Sansa I,Sansa Stark
929,"Lord Luthor Tyrell, Father of Mace",M,D,Lord,Luthor,Tyrell,,Father of Mace,A Storm of Swords,80,Sansa I,Sansa Stark
930,Lenyl,M,A,,Lenyl,,,,A Storm of Swords,92,Jon I,Jon Snow
931,"Ryk, Longspear Ryk",M,A,,Ryk,,,Longspear Ryk,A Storm of Swords,92,Jon I,Jon Snow
932,Orell,M,D,,Orell,,,,A Storm of Swords,93,Jon I,Jon Snow
933,"Styr, Magnar of Thenn",M,D,,Styr,,,Magnar of Thenn,A Storm of Swords,98,Jon I,Jon Snow
934,"Tormund, Giantsbane",M,A,,Tormund,,,Giantsbane,A Storm of Swords,99,Jon I,Jon Snow
935,"Dalla, Wife of Mance Rayder",F,D,,Dalla,,,Wife of Mance Rayder,A Storm of Swords,99,Jon I,Jon Snow
936,Val,F,A,,Val,,,,A Storm of Swords,99,Jon I,Jon Snow
937,Jarl,M,D,,Jarl,,,,A Storm of Swords,99,Jon I,Jon Snow
938,Lord Commander Qorgyle,M,D,Lord Commander,,Qorgyle,,,A Storm of Swords,101,Jon I,Jon Snow
939,"Orland, Of Oldtown",M,A,,Orland,,,Of Oldtown,A Storm of Swords,102,Jon I,Jon Snow
940,Maester Mullin,M,A,Maester,Mullin,,,,A Storm of Swords,103,Jon I,Jon Snow
941,Captain Groleo,M,D,Captain,Groleo,,,,A Storm of Swords,106,Daenerys I,Daenerys Targaryen
942,Ser Myles Mooton,M,D,Ser,Myles,Mooton,,,A Storm of Swords,110,Daenerys I,Daenerys Targaryen
943,Ser Richard Lonmouth,M,D,Ser,Richard,Lonmouth,,,A Storm of Swords,110,Daenerys I,Daenerys Targaryen
944,"Lord Jon Connington, Griff",M,A,Lord,Jon,Connington,,Griff,A Storm of Swords,110,Daenerys I,Daenerys Targaryen
945,Khal Temmo,M,D,Khal,Temmo,,,,A Storm of Swords,118,Daenerys I,Daenerys Targaryen
946,Khorane Sathmantes,M,A,,Khorane,Sathmantes,,,A Storm of Swords,133,Davos II,Davos Seaworth
947,Ser Tristimun,M,D,Ser,Tristimun,,,,A Storm of Swords,134,Davos II,Davos Seaworth
948,Meizo Mahr,M,A,,Meizo,Mahr,,,A Storm of Swords,136,Davos II,Davos Seaworth
949,Jate Blackberry,M,D,,Jate,Blackberry,,,A Storm of Swords,142,Davos II,Davos Seaworth
950,"Lord Lucos Chyttering, Little Lucos",M,A,Lord,Lucos,Chyttering,,Little Lucos,A Storm of Swords,142,Davos II,Davos Seaworth
951,"Will, Hookface Will",M,D,,Will,,,Hookface Will,A Storm of Swords,142,Davos II,Davos Seaworth
952,"Hal, The Hog",M,D,,Hal,,,The Hog,A Storm of Swords,142,Davos II,Davos Seaworth
953,Ser Warren,M,D,Ser,Warren,,,,A Storm of Swords,153,Jaime II,Jaime Lannister
954,Ser Sumner Crakehall,M,D,Ser,Sumner,Crakehall,,,A Storm of Swords,156,Jaime II,Jaime Lannister
955,Ser Harlan Grandison,M,D,Ser,Harlan,Grandison,,,A Storm of Swords,156,Jaime II,Jaime Lannister
956,Grand Maester Gerardys,M,D,Grand Maester,Gerardys,,,,A Storm of Swords,162,Tyrion II,Tyrion Lannister
957,Maester Turquin,M,A,Maester,Turquin,,,,A Storm of Swords,162,Tyrion II,Tyrion Lannister
958,Maester Erreck,M,A,Maester,Erreck,,,,A Storm of Swords,162,Tyrion II,Tyrion Lannister
959,Beldecar,M,D,,Beldecar,,,,A Storm of Swords,166,Tyrion II,Tyrion Lannister
960,"Lem, Lem Lemoncloak",M,A,,Lem,,,Lem Lemoncloak,A Storm of Swords,176,Arya II,Arya Stark
961,"Tom, Of Sevenstreams/O'Sevens/Sevenstrings",M,A,,Tom,,,Of Sevenstreams/O'Sevens/Sevenstrings,A Storm of Swords,177,Arya II,Arya Stark
962,Sharna,F,A,,Sharna,,,,A Storm of Swords,178,Arya II,Arya Stark
963,"Pate, Old Pate",M,D,,Pate,,,Old Pate,A Storm of Swords,178,Arya II,Arya Stark
964,Husband,M,A,,,,,Husband,A Storm of Swords,182,Arya II,Arya Stark
965,Lady Sybell Westerling (Spicer),F,A,Lady,Sybell,Westerling,Spicer,,A Storm of Swords,193,Catelyn II,Catelyn Tully
966,Ser Rolph Spicer,M,A,Ser,Rolph,Spicer,,,A Storm of Swords,193,Catelyn II,Catelyn Tully
967,Ser Raynald Westerling,M,D,Ser,Raynald,Westerling,,,A Storm of Swords,193,Catelyn II,Catelyn Tully
968,Elenya Westerling,F,A,,Elenya,Westerling,,,A Storm of Swords,193,Catelyn II,Catelyn Tully
969,Rollam Westerling,M,A,,Rollam,Westerling,,,A Storm of Swords,193,Catelyn II,Catelyn Tully
970,Queen Jeyne Stark (Westerling),F,A,Queen,Jeyne,Stark,Westerling,,A Storm of Swords,193,Catelyn II,Catelyn Tully
971,"Mag Mar Tun Doh Weg, Mag the Mighty",M,D,,Mag,Mar Tun Doh Weg,,Mag the Mighty,A Storm of Swords,203,Jon II,Jon Snow
972,"Lump, Varamyr Sixskins",M,D,,Lump,,,Varamyr Sixskins,A Storm of Swords,208,Jon II,Jon Snow
973,"Toregg, Son of Tormund",M,A,,Toregg,,,Son of Tormund,A Storm of Swords,212,Jon II,Jon Snow
974,"Dormund, Son of Tormund",M,D,,Dormund,,,Son of Tormund,A Storm of Swords,212,Jon II,Jon Snow
975,"Munda, Daughter of Tormund",F,A,,Munda,,,Daughter of Tormund,A Storm of Swords,212,Jon II,Jon Snow
976,Alyn Ambrose,M,A,,Alyn,Ambrose,,,A Storm of Swords,222,Sansa II,Sansa Stark
977,Lord Arthur Ambrose,M,A,Lord,Arthur,Ambrose,,,A Storm of Swords,222,Sansa II,Sansa Stark
978,Jack-Be-Lucky,M,A,,Jack-Be-Lucky,,,,A Storm of Swords,230,Arya III,Arya Stark
979,"Pello, Of Tyrosh, Greenbeard",M,A,,Pello,,,"Of Tyrosh, Greenbeard",A Storm of Swords,231,Arya III,Arya Stark
980,"Bernarr, Black Bernarr",M,A,,Bernarr,,,Black Bernarr,A Storm of Swords,237,Samwell I,Samwell Tarly
981,Talla Tarly,F,A,,Talla,Tarly,,,A Storm of Swords,245,Samwell I,Samwell Tarly
982,Mawney,M,U,,Mawney,,,,A Storm of Swords,251,Samwell I,Samwell Tarly
983,Tyrion's High Septon,M,D,High Septon,,,,Tyrion's High Septon,A Storm of Swords,254,Tyrion III,Tyrion Lannister
984,Lord Horton Redfort,M,A,Lord,Horton,Redfort,,,A Storm of Swords,264,Tyrion III,Tyrion Lannister
985,Lord Sebaston Farman,M,A,Lord,Sebaston,Farman,,,A Storm of Swords,272,Tyrion III,Tyrion Lannister
986,Elwood,M,D,,Elwood,,,,A Storm of Swords,275,Catelyn III,Catelyn Tully
987,Karlon Stark,M,D,,Karlon,Stark,,,A Storm of Swords,281,Catelyn III,Catelyn Tully
988,"Timeon, Of Dorne",M,D,,Timeon,,,Of Dorne,A Storm of Swords,293,Jaime III,Jaime Lannister
989,Ser Maynard,M,D,Ser,Maynard,,,,A Storm of Swords,298,Arya IV,Arya Stark
990,Lord Lymond Lychester,M,A,Lord,Lymond,Lychester,,,A Storm of Swords,299,Arya IV,Arya Stark
991,"Ben, Big Belly Ben",M,D,,Ben,,,Big Belly Ben,A Storm of Swords,300,Arya IV,Arya Stark
992,"King Erreg, The Kinslayer",M,D,King,Erreg,,,The Kinslayer,A Storm of Swords,301,Arya IV,Arya Stark
993,Lady Ravella Smallwood (Swann),F,A,Lady,Ravella,Smallwood,Swann,,A Storm of Swords,304,Arya IV,Arya Stark
994,Carellen Smallwood,F,A,,Carellen,Smallwood,,,A Storm of Swords,305,Arya IV,Arya Stark
995,Kraznys mo Nakloz,M,D,,Kraznys,mo Nakloz,,,A Storm of Swords,311,Daenerys II,Daenerys Targaryen
996,Porridge,M,A,,,,,Porridge,A Storm of Swords,345,Davos III,Davos Seaworth
997,Lamprey,M,A,,,,,Lamprey,A Storm of Swords,345,Davos III,Davos Seaworth
998,"Arson, Iceaxe",M,D,,Arson,,,Iceaxe,A Storm of Swords,360,Jon III,Jon Snow
999,"Grigg, The Goat",M,A,,Grigg,,,The Goat,A Storm of Swords,362,Jon III,Jon Snow
1000,Grazdan mo Ullhor,M,D,,Grazdan,mo Ullhor,,,A Storm of Swords,367,Daenerys III,Daenerys Targaryen
1001,"Grazdan, The Great",M,D,,Grazdan,,,The Great,A Storm of Swords,367,Daenerys III,Daenerys Targaryen
1002,"Grazdan, Fat one, with a gold tokar",M,D,,Grazdan,,,"Fat one, with a gold tokar",A Storm of Swords,367,Daenerys III,Daenerys Targaryen
1003,"Grazdan, Tall one",M,D,,Grazdan,,,Tall one,A Storm of Swords,368,Daenerys III,Daenerys Targaryen
1004,"Grazdan, With a spiked beard",M,D,,Grazdan,,,With a spiked beard,A Storm of Swords,367,Daenerys III,Daenerys Targaryen
1005,Missandei,F,A,,Missandei,,,,A Storm of Swords,372,Daenerys III,Daenerys Targaryen
1006,Ser Denys Arryn,M,D,Ser,Denys,Arryn,,,A Storm of Swords,395,Arya V,Arya Stark
1007,Ser Wilbert,M,D,Ser,Wilbert,,,,A Storm of Swords,396,Arya V,Arya Stark
1008,Alyce,F,A,,Alyce,,,,A Storm of Swords,400,Arya V,Arya Stark
1009,Tansy,F,A,,Tansy,,,,A Storm of Swords,400,Arya V,Arya Stark
1010,Cass,F,A,,Cass,,,,A Storm of Swords,400,Arya V,Arya Stark
1011,"Lanna, Of the Peach",F,A,,Lanna,,,Of the Peach,A Storm of Swords,400,Arya V,Arya Stark
1012,Jyzene,F,A,,Jyzene,,,,A Storm of Swords,400,Arya V,Arya Stark
1013,Helly,F,A,,Helly,,,,A Storm of Swords,400,Arya V,Arya Stark
1014,Leslyn,F,A,,Leslyn,,,,A Storm of Swords,401,Arya V,Arya Stark
1015,Bella,F,A,,Bella,,,,A Storm of Swords,401,Arya V,Arya Stark
1016,Errok,M,A,,Errok,,,,A Storm of Swords,408,Jon IV,Jon Snow
1017,Zollo,M,A,,Zollo,,,,A Storm of Swords,417,Jaime IV,Jaime Lannister
1018,"Galyeon, Of Cuy",M,A,,Galyeon,,,Of Cuy,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1019,"Bethany, Fair-fingers",F,A,,Bethany,,,Fair-fingers,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1020,Aemon Costayne,M,A,,Aemon,Costayne,,,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1021,"Alaric, Of Eysen",M,A,,Alaric,,,Of Eysen,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1022,"Hamish, The Harper",M,D,,Hamish,,,The Harper,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1023,Collio Quaynis,M,A,,Collio,Quaynis,,,A Storm of Swords,432,Tyrion IV,Tyrion Lannister
1024,King Tommen II Lannister,M,D,King,Tommen,Lannister,,,A Storm of Swords,434,Tyrion IV,Tyrion Lannister
1025,Fornio,M,U,,Fornio,,,,A Storm of Swords,443,Samwell II,Samwell Tarly
1026,Ser Byam Flint,M,D,Ser,Byam,Flint,,,A Storm of Swords,443,Samwell II,Samwell Tarly
1027,"Garth, Of Oldtown",M,D,,Garth,,,Of Oldtown,A Storm of Swords,443,Samwell II,Samwell Tarly
1028,"Garth, Of Greenaway",M,D,,Garth,,,Of Greenaway,A Storm of Swords,444,Samwell II,Samwell Tarly
1029,"Alan, Of Rosby",M,D,,Alan,,,Of Rosby,A Storm of Swords,444,Samwell II,Samwell Tarly
1030,Ronnel Harclay,M,U,,Ronnel,Harclay,,,A Storm of Swords,444,Samwell II,Samwell Tarly
1031,Tim Stone,M,A,,Tim,Stone,,,A Storm of Swords,444,Samwell II,Samwell Tarly
1032,"Ulmer, Ulmer of the Kingswood",M,A,,Ulmer,,,Ulmer of the Kingswood,A Storm of Swords,446,Samwell II,Samwell Tarly
1033,"Dick, Fletcher Dick",M,U,,Dick,,,Fletcher Dick,A Storm of Swords,447,Samwell II,Samwell Tarly
1034,Simon Toyne,M,A,,Simon,Toyne,,,A Storm of Swords,447,Samwell II,Samwell Tarly
1035,"Oswyn, Oswyn Longneck the Thrice-Hanged",M,U,,Oswyn,,,Oswyn Longneck the Thrice-Hanged,A Storm of Swords,447,Samwell II,Samwell Tarly
1036,"Wenda, The White Fawn",F,U,,Wenda,,,The White Fawn,A Storm of Swords,447,Samwell II,Samwell Tarly
1037,Rolley Of Sisterton,M,D,,Rolley,Of Sisterton,,,A Storm of Swords,449,Samwell II,Samwell Tarly
1038,"Bill, Muttering Bill",M,D,,Bill,,,Muttering Bill,A Storm of Swords,449,Samwell II,Samwell Tarly
1039,"Garth, Greyfeather",M,D,,Garth,,,Greyfeather,A Storm of Swords,449,Samwell II,Samwell Tarly
1040,"Oss, Orphan Oss",M,D,,Oss,,,Orphan Oss,A Storm of Swords,456,Samwell II,Samwell Tarly
1041,Dyah,F,A,,Dyah,,,,A Storm of Swords,460,Arya VI,Arya Stark
1042,Ferny,F,A,,Ferny,,,,A Storm of Swords,460,Arya VI,Arya Stark
1043,Lister,M,D,,Lister,,,,A Storm of Swords,466,Arya VI,Arya Stark
1044,Lennocks,M,D,,Lennocks,,,,A Storm of Swords,466,Arya VI,Arya Stark
1045,Goodman Beck,M,D,Goodman,Beck,,,,A Storm of Swords,466,Arya VI,Arya Stark
1046,Mudge,M,D,,Mudge,,,,A Storm of Swords,466,Arya VI,Arya Stark
1047,Merriman,M,D,,Merriman,,,,A Storm of Swords,466,Arya VI,Arya Stark
1048,Ser Andrey Charlton,M,D,Ser,Andrey,Charlton,,,A Storm of Swords,466,Arya VI,Arya Stark
1049,Lucas Roote,M,D,,Lucas,Roote,,,A Storm of Swords,466,Arya VI,Arya Stark
1050,Lord Deddings,M,D,Lord,,Deddings,,,A Storm of Swords,466,Arya VI,Arya Stark
1051,Lady Deddings,F,D,Lady,,Deddings,,,A Storm of Swords,466,Arya VI,Arya Stark
1052,"Joth, Quick-bow",M,D,,Joth,,,Quick-bow,A Storm of Swords,466,Arya VI,Arya Stark
1053,"Matt, Little Matt",M,D,,Matt,,,Little Matt,A Storm of Swords,466,Arya VI,Arya Stark
1054,"Ryn, Anvil Ryn",M,D,,Ryn,,,Anvil Ryn,A Storm of Swords,466,Arya VI,Arya Stark
1055,Ser Ormond,M,D,Ser,Ormond,,,,A Storm of Swords,466,Arya VI,Arya Stark
1056,Ser Dudley,M,D,Ser,Dudley,,,,A Storm of Swords,466,Arya VI,Arya Stark
1057,"Pate, Of Mory",M,D,,Pate,,,Of Mory,A Storm of Swords,466,Arya VI,Arya Stark
1058,"Pate, Of Lancewood",M,D,,Pate,,,Of Lancewood,A Storm of Swords,466,Arya VI,Arya Stark
1059,"Pate, Of Shermer's Grove",M,D,,Pate,,,Of Shermer's Grove,A Storm of Swords,466,Arya VI,Arya Stark
1060,"Wyl, Blind Wyl the Whittler",M,D,,Wyl,,,Blind Wyl the Whittler,A Storm of Swords,466,Arya VI,Arya Stark
1061,Goodwife Maerie,F,D,Goodwife,Maerie,,,,A Storm of Swords,466,Arya VI,Arya Stark
1062,"Maerie, The Whore",F,D,,Maerie,,,The Whore,A Storm of Swords,466,Arya VI,Arya Stark
1063,"Becca, The Baker",F,D,,Becca,,,The Baker,A Storm of Swords,466,Arya VI,Arya Stark
1064,"Will, Fletcher Will",M,D,,Will,,,Fletcher Will,A Storm of Swords,466,Arya VI,Arya Stark
1065,Harsley,M,D,,Harsley,,,,A Storm of Swords,466,Arya VI,Arya Stark
1066,Goodwife Nolla,F,D,Goodwife,Nolla,,,,A Storm of Swords,466,Arya VI,Arya Stark
1067,Dennet,M,A,,Dennet,,,,A Storm of Swords,469,Arya VI,Arya Stark
1068,"Kyle, Of the Brotherhood without Banners",M,D,,Kyle,,,Of the Brotherhood without Banners,A Storm of Swords,469,Arya VI,Arya Stark
1069,Melly,F,A,,Melly,,,,A Storm of Swords,472,Arya VI,Arya Stark
1070,"Daemon I Blackfyre, The Black Dragon, The Pretender",M,D,,Daemon,Blackfyre,,"The Black Dragon, The Pretender",A Storm of Swords,492,Davos IV,Davos Seaworth
1071,Ser Terrence Toyne,M,D,Ser,Terrence,Toyne,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1072,The Vulture King,M,D,,,,,The Vulture King,A Storm of Swords,492,Davos IV,Davos Seaworth
1073,Grand Maester Hareth,M,D,Grand Maester,Hareth,,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1074,"Lord Hugh Grandison, Greybeard",M,A,Lord,Hugh,Grandison,,Greybeard,A Storm of Swords,492,Davos IV,Davos Seaworth
1075,Lord Cafferen,M,D,Lord,,Cafferen,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1076,Lord Belgrave,M,D,Lord,,Belgrave,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1077,Ser Gilbert Farring,M,A,Ser,Gilbert,Farring,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1078,Lord Lester Morrigen,M,A,Lord,Lester,Morrigen,,,A Storm of Swords,492,Davos IV,Davos Seaworth
1079,"Ser Jonothor Darry, Jon",M,D,Ser,Jonothor,Darry,,Jon,A Storm of Swords,505,Jaime V,Jaime Lannister
1080,Wisdom Belis,M,D,Wisdom,Belis,,,,A Storm of Swords,506,Jaime V,Jaime Lannister
1081,Wisdom Garigus,M,D,Wisdom,Garigus,,,,A Storm of Swords,506,Jaime V,Jaime Lannister
1082,Lord Qarlton Chelsted,M,D,Lord,Qarlton,Chelsted,,,A Storm of Swords,506,Jaime V,Jaime Lannister
1083,Alys Karstark,F,A,,Alys,Karstark,,,A Storm of Swords,510,Jaime V,Jaime Lannister
1084,"Ser Deziel Dalt, The Knight of Lemonwood",M,A,Ser,Deziel,Dalt,,The Knight of Lemonwood,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1085,Lord Tremond Gargalen,M,A,Lord,Tremond,Gargalen,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1086,Lord Harmen Uller,M,A,Lord,Harmen,Uller,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1087,Ser Ulwyck Uller,M,A,Ser,Ulwyck,Uller,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1088,Ser Ryon Allyrion,M,A,Ser,Ryon,Allyrion,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1089,"Ser Daemon Sand, Bastard of Godsgrace",M,A,Ser,Daemon,Sand,,Bastard of Godsgrace,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1090,Lord Dagos Manwoody,M,A,Lord,Dagos,Manwoody,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1091,Ser Myles Manwoody,M,A,Ser,Myles,Manwoody,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1092,Mors Manwoody,M,A,,Mors,Manwoody,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1093,Dickon Manwoody,M,A,,Dickon,Manwoody,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1094,Ser Arron Qorgyle,M,A,Ser,Arron,Qorgyle,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1095,Myria Jordayne,F,A,,Myria,Jordayne,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1096,Lady Larra Blackmont,F,A,Lady,Larra,Blackmont,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1097,Jynessa Blackmont,F,A,,Jynessa,Blackmont,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1098,Ellaria Sand,F,A,,Ellaria,Sand,,,A Storm of Swords,521,Tyrion V,Tyrion Lannister
1099,Ser Merlon Crakehall,M,A,Ser,Merlon,Crakehall,,,A Storm of Swords,522,Tyrion V,Tyrion Lannister
1100,Lord Anders Yronwood,M,A,Lord,Anders,Yronwood,,,A Storm of Swords,522,Tyrion V,Tyrion Lannister
1101,"Leo Tyrell, Longthorn",M,D,,Leo,Tyrell,,Longthorn,A Storm of Swords,525,Tyrion V,Tyrion Lannister
1102,Notch,M,A,,Notch,,,,A Storm of Swords,530,Arya VII,Arya Stark
1103,"Dick, Beardless Dick",M,A,,Dick,,,Beardless Dick,A Storm of Swords,530,Arya VII,Arya Stark
1104,"Watty, The Miller",M,A,,Watty,,,The Miller,A Storm of Swords,532,Arya VII,Arya Stark
1105,"Merrit, Merrit o' Moontown",M,A,,Merrit,,,Merrit o' Moontown,A Storm of Swords,532,Arya VII,Arya Stark
1106,Lord Harte,M,F,Lord,,Harte,,,A Storm of Swords,538,Arya VII,Arya Stark
1107,Jayde,F,A,,Jayde,,,,A Storm of Swords,592,Arya VIII,Arya Stark
1108,Puddingfoot,M,A,,Puddingfoot,,,,A Storm of Swords,543,Arya VII,Arya Stark
1109,"Luke, Likely Luke",M,A,,Luke,,,Likely Luke,A Storm of Swords,544,Arya VII,Arya Stark
1110,"Queen Alysanne Targaryen, Good Queen Alysanne",F,D,Queen,Alysanne,Targaryen,,Good Queen Alysanne,A Storm of Swords,546,Bran III,Bran Stark
1111,Big Boil,M,A,,Big Boil,,,,A Storm of Swords,559,Jon V,Jon Snow
1112,"Dan, Hempen Dan",M,A,,Dan,,,Hempen Dan,A Storm of Swords,559,Jon V,Jon Snow
1113,"Dick Follard, Deaf Dick Follard",M,D,,Dick,Follard,,Deaf Dick Follard,A Storm of Swords,561,Jon V,Jon Snow
1114,Septon Cellador,M,A,Septon,Cellador,,,,A Storm of Swords,561,Jon V,Jon Snow
1115,Ser Wynton Stout,M,A,Ser,Wynton,Stout,,,A Storm of Swords,561,Jon V,Jon Snow
1116,Quort,M,D,,Quort,,,,A Storm of Swords,562,Jon V,Jon Snow
1117,Bodger,M,D,,Bodger,,,,A Storm of Swords,562,Jon V,Jon Snow
1118,Del,M,D,,Del,,,,A Storm of Swords,562,Jon V,Jon Snow
1119,"Henk, The Helm",M,A,,Henk,,,The Helm,A Storm of Swords,562,Jon V,Jon Snow
1120,Toefinger,M,A,,Toefinger,,,,A Storm of Swords,562,Jon V,Jon Snow
1121,Stone Thumbs,M,D,,Stone Thumbs,,,,A Storm of Swords,562,Jon V,Jon Snow
1122,Lenn,M,A,,Lenn,,,,A Storm of Swords,562,Jon V,Jon Snow
1123,Grey Worm,M,A,,Grey Worm,,,,A Storm of Swords,572,Daenerys IV,Daenerys Targaryen
1124,Prendahl na Ghezn,M,D,,Prendahl,na Ghezn,,,A Storm of Swords,574,Daenerys IV,Daenerys Targaryen
1125,"Sallor, The Bald",M,D,,Sallor,,,The Bald,A Storm of Swords,574,Daenerys IV,Daenerys Targaryen
1126,Daario Naharis,M,A,,Daario,Naharis,,,A Storm of Swords,574,Daenerys IV,Daenerys Targaryen
1127,"Mero, The Titan's Bastard",M,D,,Mero,,,The Titan's Bastard,A Storm of Swords,576,Daenerys IV,Daenerys Targaryen
1128,Grazdan mo Eraz,M,A,,Grazdan,mo Eraz,,,A Storm of Swords,578,Daenerys IV,Daenerys Targaryen
1129,"Gergen, Green Gergen",M,U,,Gergen,,,Green Gergen,A Storm of Swords,596,Arya VIII,Arya Stark
1130,Allyria Dayne,F,A,,Allyria,Dayne,,,A Storm of Swords,596,Arya VIII,Arya Stark
1131,Lord Lymond Goodbrook,M,A,Lord,Lymond,Goodbrook,,,A Storm of Swords,599,Arya VIII,Arya Stark
1132,Nage,M,A,,Nage,,,,A Storm of Swords,607,Jaime VI,Jaime Lannister
1133,Lord Walderan Tarbeck,M,D,Lord,Walderan,Tarbeck,,,A Storm of Swords,607,Jaime VI,Jaime Lannister
1134,"Jenny, Of Oldstones",F,D,,Jenny,,,Of Oldstones,A Storm of Swords,627,Catelyn V,Catelyn Tully
